"","Drama","Action","Thriller","Comedy","Documentary","Crime","Music","Horror","Family","Fantasy","Biography","Sport","Adventure","Musical","Animation","Short","Sci-Fi","Mystery","Romance","Western","History","Adult","Game-Show","News","Reality-TV","War"
"Drama",0,1.39882704535507,0.289456081905496,0.629583275121573,0.0147615980704521,0.403300947077143,0.166226455408356,1.2410673527276,0.0612445501433601,0.832345492060455,0.88814081180598,1.15404338578542,0.457824551318744,0.201490128737955,0.101471968663824,0.359562252045559,0.918012239244511,0.036546027592221,0.0204329409992404,0.0881676010725706,3.03278560922941,0.822635310702545,6.02983234280268,9.1185824488407,45.9609307990736,0.686119103569193
"Action",1.39882704535507,0,0.448251274160523,0.25951571032405,1.55585050359451,0.30314163889773,0.844280957684384,0.0330677741856529,0.9675513846765,0.483634892750982,4.39898794083032,0.0462074400943072,0.352988542693614,0.755330738477392,0.807617735606923,2.83932674530677,0.0633946271161162,1.76143055437938,1.27063678439863,1.61659695372994,8.39395274592483,3.89733104083847,12.9125930964688,10.3269749104643,31.5015718565546,4.02226333663506
"Thriller",0.289456081905496,0.448251274160523,0,0.195258293794889,0.355244312625021,0.0296315534413595,0.19095462514468,0.385665840856881,0.124260343815199,0.45624721237546,2.16981918783482,0.368241451517738,0.126702583202408,0.16008578704005,0.107066642954943,1.05639494695969,0.212209427792296,0.441632653929635,0.272412595903266,0.459759645035591,4.98788204805816,1.72889521782883,8.72054099827637,9.93107718617139,39.1939560223135,1.84931574121875
"Comedy",0.629583275121573,0.25951571032405,0.195258293794889,0,0.767568039698386,0.0751179496834086,0.206646502853112,0.178595447924852,0.414973371279815,0.0865773004524244,2.71136410365603,0.113576538883198,0.0249784996701295,0.216392307371347,0.242458522439587,1.85557093966425,0.106625680201031,0.925056648141635,0.489417514142694,0.786313738669504,6.40338919304714,2.7896618755763,10.0930925662123,8.10548160946112,36.6792090325195,2.51514620944431
"Documentary",0.0147615980704521,1.55585050359451,0.355244312625021,0.767568039698386,0,0.498265593626696,0.244175630230822,1.39411684607288,0.080473243613094,0.997347435517691,0.822565551574562,1.31223426265991,0.572136568337321,0.281046437617572,0.166332409989012,0.265137035363897,1.04228872374728,0.0263711562049208,0.0590672084790459,0.0798009756242374,2.76981616644737,0.665809200018855,5.71898681485849,9.48882007968919,46.7118554016481,0.601249172326953
"Crime",0.403300947077143,0.30314163889773,0.0296315534413595,0.0751179496834086,0.498265593626696,0,0.171943932834793,0.238271844508875,0.208824524836673,0.275437778523555,2.40890992695806,0.207126699927129,0.0464163303303759,0.154934826117005,0.132198334367763,1.35996478868951,0.109954890341018,0.613337941039254,0.339460178208175,0.576264583338251,5.58358217181504,2.13565921363491,9.3270924506908,9.27832359160364,37.8927256070809,2.12900851386045
"Music",0.166226455408356,0.844280957684384,0.19095462514468,0.206646502853112,0.244175630230822,0.171943932834793,0,0.674414573388946,0.141827493902252,0.264873460781598,1.43788816987254,0.584312617604615,0.114196184830402,0.108558768256425,0.0349418307334923,1.00512201202588,0.472775280108661,0.331496100527054,0.0815506522376363,0.30760767252848,4.45471249718685,1.66918042544272,7.50573819741165,7.63235536452791,42.2968181554428,1.33467067163099
"Horror",1.2410673527276,0.0330677741856529,0.385665840856881,0.178595447924852,1.39411684607288,0.238271844508875,0.674414573388946,0,0.871302833225782,0.320520286722275,4.02501725167705,0.0289947273984655,0.244549674437958,0.664617924809523,0.676894852810381,2.69069515324068,0.032610032194617,1.57772483197134,1.0995020327422,1.49581078912164,8.06455644545143,3.68834749492063,12.2203902567304,9.47577070169165,32.5700136896615,3.73467494399611
"Family",0.0612445501433601,0.9675513846765,0.124260343815199,0.414973371279815,0.080473243613094,0.208824524836673,0.141827493902252,0.871302833225782,0,0.670254333430895,1.36666705016884,0.793785932180404,0.285846140669141,0.122056921146308,0.0561185747204602,0.538910161321457,0.587306214157594,0.157470347893505,0.0733367427646195,0.115636240869204,3.69890026325756,1.10195859557055,7.11681639014758,9.62553836764605,43.0972310432863,1.0887281076414
"Fantasy",0.832345492060455,0.483634892750982,0.45624721237546,0.0865773004524244,0.997347435517691,0.275437778523555,0.264873460781598,0.320520286722275,0.670254333430895,0,2.73155678566014,0.250232631437382,0.107081155756312,0.40146459250785,0.389180462656754,2.26222119288542,0.286349907714504,1.15598553319722,0.625381894674772,1.0252830124901,6.8269363749975,3.22466727508587,10.1289248011674,6.60651219701567,37.3077612730505,2.6991960691031
"Biography",0.88814081180598,4.39898794083032,2.16981918783482,2.71136410365603,0.822565551574562,2.40890992695806,1.43788816987254,4.02501725167705,1.36666705016884,2.73155678566014,0,3.83354751063297,2.34654776325558,1.70246219930466,1.45625724365997,0.651621096153293,3.46778080586029,0.722532333220745,0.949089656933267,0.915457502368882,1.18384773654565,0.692744836840751,2.61704352714875,8.38996081260267,59.1548276159202,0.102725081479966
"Sport",1.15404338578542,0.0462074400943072,0.368241451517738,0.113576538883198,1.31223426265991,0.207126699927129,0.584312617604615,0.0289947273984655,0.793785932180404,0.250232631437382,3.83354751063297,0,0.189857219965624,0.576972813537183,0.605142245437499,2.60487690265715,0.0342302307550805,1.51704146935728,0.99940845822959,1.36252953960887,7.87945790277343,3.62498612710666,12.0330398633829,9.12332318744762,33.0667305320069,3.56763899223316
"Adventure",0.457824551318744,0.352988542693614,0.126702583202408,0.0249784996701295,0.572136568337321,0.0464163303303759,0.114196184830402,0.244549674437958,0.285846140669141,0.107081155756312,2.34654776325558,0.189857219965624,0,0.17493265510294,0.136782685982939,1.56965366796107,0.136381758333483,0.706418594258437,0.340881163258883,0.62291563899399,5.82191612238432,2.39427343612159,9.38054346827107,8.09951444331629,38.1216401180264,2.17824928196393
"Musical",0.201490128737955,0.755330738477392,0.16008578704005,0.216392307371347,0.281046437617572,0.154934826117005,0.108558768256425,0.664617924809523,0.122056921146308,0.40146459250785,1.70246219930466,0.576972813537183,0.17493265510294,0,0.0697562753078436,0.932587029708217,0.464556478900505,0.378001965745745,0.146885747414994,0.245684691561718,4.53118542375719,1.74485877305459,8.03993109860716,8.72887075537801,41.0913741828084,1.41942297850744
"Animation",0.101471968663824,0.807617735606923,0.107066642954943,0.242458522439587,0.166332409989012,0.132198334367763,0.0349418307334923,0.676894852810381,0.0561185747204602,0.389180462656754,1.45625724365997,0.605142245437499,0.136782685982939,0.0697562753078436,0,0.811216851356797,0.454027983099504,0.237103126013701,0.0576849302474761,0.216347860266212,4.21190047114783,1.46043415961828,7.55036802333477,8.55818281693313,42.2596084447186,1.26428285013433
"Short",0.359562252045559,2.83932674530677,1.05639494695969,1.85557093966425,0.265137035363897,1.35996478868951,1.00512201202588,2.69069515324068,0.538910161321457,2.26222119288542,0.651621096153293,2.60487690265715,1.56965366796107,0.932587029708217,0.811216851356797,0,2.18491748561748,0.213889022332505,0.531871222357697,0.341499641769489,1.50674362249066,0.170388446835117,4.3354457688415,11.789230028869,51.9791952638769,0.30445006463664
"Sci-Fi",0.918012239244511,0.0633946271161162,0.212209427792296,0.106625680201031,1.04228872374728,0.109954890341018,0.472775280108661,0.032610032194617,0.587306214157594,0.286349907714504,3.46778080586029,0.0342302307550805,0.136381758333483,0.464556478900505,0.454027983099504,2.18491748561748,0,1.21686365234274,0.80843673390705,1.12794539464257,7.17529726808518,3.09386564619458,11.2584861585384,9.55308447233797,34.2046576061154,3.17123902405902
"Mystery",0.036546027592221,1.76143055437938,0.441632653929635,0.925056648141635,0.0263711562049208,0.613337941039254,0.331496100527054,1.57772483197134,0.157470347893505,1.15598553319722,0.722532333220745,1.51704146935728,0.706418594258437,0.378001965745745,0.237103126013701,0.213889022332505,1.21686365234274,0,0.0987814123939661,0.151715519255381,2.54082279620714,0.554228768691349,5.36189377877584,9.64360745082286,47.8431812712835,0.513185696945195
"Romance",0.0204329409992404,1.27063678439863,0.272412595903266,0.489417514142694,0.0590672084790459,0.339460178208175,0.0815506522376363,1.0995020327422,0.0733367427646195,0.625381894674772,0.949089656933267,0.99940845822959,0.340881163258883,0.146885747414994,0.0576849302474761,0.531871222357697,0.80843673390705,0.0987814123939661,0,0.113104054744116,3.38008986935493,1.06537807272442,6.33379246748129,8.37161596411851,45.2344545836151,0.801482023744526
"Western",0.0881676010725706,1.61659695372994,0.459759645035591,0.786313738669504,0.0798009756242374,0.576264583338251,0.30760767252848,1.49581078912164,0.115636240869204,1.0252830124901,0.915457502368882,1.36252953960887,0.62291563899399,0.245684691561718,0.216347860266212,0.341499641769489,1.12794539464257,0.151715519255381,0.113104054744116,0,2.88597206438269,0.890490741047291,6.11921005580649,9.40190941671382,46.424761175039,0.654891023587811
"History",3.03278560922941,8.39395274592483,4.98788204805816,6.40338919304714,2.76981616644737,5.58358217181504,4.45471249718685,8.06455644545143,3.69890026325756,6.8269363749975,1.18384773654565,7.87945790277343,5.82191612238432,4.53118542375719,4.21190047114783,1.50674362249066,7.17529726808518,2.54082279620714,3.38008986935493,2.88597206438269,0,1.0016786772897,1.36587407040062,15.1678494879803,71.0532265393727,0.992302037452858
"Adult",0.822635310702545,3.89733104083847,1.72889521782883,2.7896618755763,0.665809200018855,2.13565921363491,1.66918042544272,3.68834749492063,1.10195859557055,3.22466727508587,0.692744836840751,3.62498612710666,2.39427343612159,1.74485877305459,1.46043415961828,0.170388446835117,3.09386564619458,0.554228768691349,1.06537807272442,0.890490741047291,1.0016786772897,0,3.34296737223977,12.9378370318202,56.0941035883011,0.406899123458997
"Game-Show",6.02983234280268,12.9125930964688,8.72054099827637,10.0930925662123,5.71898681485849,9.3270924506908,7.50573819741165,12.2203902567304,7.11681639014758,10.1289248011674,2.61704352714875,12.0330398633829,9.38054346827107,8.03993109860716,7.55036802333477,4.3354457688415,11.2584861585384,5.36189377877584,6.33379246748129,6.11921005580649,1.36587407040062,3.34296737223977,0,14.4616153178062,83.2105493390703,2.92068257855319
"News",9.1185824488407,10.3269749104643,9.93107718617139,8.10548160946112,9.48882007968919,9.27832359160364,7.63235536452791,9.47577070169165,9.62553836764605,6.60651219701567,8.38996081260267,9.12332318744762,8.09951444331629,8.72887075537801,8.55818281693313,11.789230028869,9.55308447233797,9.64360745082286,8.37161596411851,9.40190941671382,15.1678494879803,12.9378370318202,14.4616153178062,0,56.5235010090898,9.79269102332856
"Reality-TV",45.9609307990736,31.5015718565546,39.1939560223135,36.6792090325195,46.7118554016481,37.8927256070809,42.2968181554428,32.5700136896615,43.0972310432863,37.3077612730505,59.1548276159202,33.0667305320069,38.1216401180264,41.0913741828084,42.2596084447186,51.9791952638769,34.2046576061154,47.8431812712835,45.2344545836151,46.424761175039,71.0532265393727,56.0941035883011,83.2105493390703,56.5235010090898,0,57.4915691864413
"War",0.686119103569193,4.02226333663506,1.84931574121875,2.51514620944431,0.601249172326953,2.12900851386045,1.33467067163099,3.73467494399611,1.0887281076414,2.6991960691031,0.102725081479966,3.56763899223316,2.17824928196393,1.41942297850744,1.26428285013433,0.30445006463664,3.17123902405902,0.513185696945195,0.801482023744526,0.654891023587811,0.992302037452858,0.406899123458997,2.92068257855319,9.79269102332856,57.4915691864413,0
